"customerkey","geographykey","fullname","gender","birthdate","yearlyincome","datefirstpurchase","city","state","region","postalcode"
25033,7,"OmarZhu","M","1960-05-11","40000.00","2021-08-01","Malabar","New South Wales","Australia","2036"
25034,28,"AnneMartin","F","1966-10-21","80000.00","2021-08-03","Cloverdale","South Australia","Australia","6105"
25035,10,"MandyLin","F","1960-10-29","80000.00","2021-08-05","Newcastle","New South Wales","Australia","2300"
25036,4,"JennyYe","F","1960-10-13","80000.00","2021-08-28","Goulburn","New South Wales","Australia","2580"
25037,30,"TerrenceRai","M","1961-04-07","80000.00","2021-09-13","Perth","South Australia","Australia","6006"
25038,612,"IsabellaHall","F","1980-07-18","40000.00","2022-12-27","Burien","Washington","United States","98168"
25039,542,"AlexisClark","F","1980-08-11","40000.00","2022-11-19","Lake Oswego","Oregon","United States","97034"
25040,548,"JulianPerry","M","1980-08-20","40000.00","2022-12-02","Salem","Oregon","United States","97301"
25041,648,"HunterPhillips","M","1981-01-21","40000.00","2022-11-22","Yakima","Washington","United States","98901"
25042,298,"ArifRizaldy","F","1981-02-24","40000.00","2022-12-21","Bellflower","California","United States","90706"
25043,302,"DamienRai","M","1980-08-19","40000.00","2022-08-23","Burlingame","California","United States","94010"
25044,385,"EmmaBailey","F","1981-02-06","60000.00","2022-05-20","Woodland Hills","California","United States","91364"
25045,609,"PaigeRussell","F","1979-08-31","50000.00","2022-02-01","Bellingham","Washington","United States","98225"
25046,57,"CalebLong","M","1979-03-10","60000.00","2021-01-02","Newton","British Columbia","Canada","V2M1P1"
25047,352,"TrevorLong","M","1979-05-10","60000.00","2022-12-01","Palo Alto","California","United States","94303"
25048,49,"YolandaSharma","F","1978-08-10","70000.00","2021-01-02","Cliffside","British Columbia","Canada","V8Y 1L1"
25049,312,"CandiceYe","F","1978-12-18","70000.00","2022-04-29","Coronado","California","United States","92118"
25050,312,"DarrylChen","M","1978-11-03","70000.00","2022-05-02","Coronado","California","United States","92118"
25051,19,"SuzanneCai","F","1961-09-24","80000.00","2021-09-04","Wollongong","New South Wales","Australia","2500"
25052,18,"SandraLin","F","1978-01-16","80000.00","2021-09-26","Sydney","New South Wales","Australia","1002"
25053,17,"ColinAndersen","M","1968-08-19","70000.00","2021-09-04","St. Leonards","New South Wales","Australia","2065"
25054,24,"SheilaAlonso","F","1963-08-30","100000.00","2022-07-23","Hawthorne","Queensland","Australia","4171"
25055,33,"ErikNavarro","M","1963-08-06","100000.00","2022-09-20","Cranbourne","Victoria","Australia","3977"
25056,31,"WayneBlack","M","1963-08-19","100000.00","2022-08-20","Hobart","Tasmania","Australia","7001"
25057,27,"JeromeGomez","M","1970-11-09","100000.00","2021-09-15","Townsville","Queensland","Australia","4810"
25058,22,"CoreyRaji","M","1964-07-05","100000.00","2022-10-27","East Brisbane","Queensland","Australia","4169"
25059,546,"SeanWard","M","1978-10-23","70000.00","2022-05-01","Oregon City","Oregon","United States","97045"
25060,312,"NoahMartinez","M","1978-07-17","80000.00","2022-05-10","Coronado","California","United States","92118"
25061,68,"JuliaHughes","F","1980-01-20","50000.00","2021-01-22","Vancouver","British Columbia","Canada","V7L 4J4"
25062,71,"KaitlynYoung","F","1980-06-18","50000.00","2022-04-12","Westminster","British Columbia","Canada","V3L 1H4"
25063,609,"DylanWilliams","M","1985-04-15","50000.00","2022-12-05","Bellingham","Washington","United States","98225"
25064,374,"JamesHarris","M","1971-08-18","150000.00","2022-05-03","Torrance","California","United States","90505"
25065,637,"ThomasHenderson","M","1963-05-22","70000.00","2022-03-30","Seattle","Washington","United States","98104"
25066,62,"CharlesRobinson","M","1962-11-17","70000.00","2023-01-26","Royal Oak","British Columbia","Canada","V8X"
25067,618,"MelanieButler","F","1970-05-12","40000.00","2022-12-23","Issaquah","Washington","United States","98027"
25068,307,"RobertShan","M","1969-12-19","60000.00","2022-10-13","Chula Vista","California","United States","91910"
25069,612,"LoriOrtega","F","1970-05-02","60000.00","2022-06-24","Burien","Washington","United States","98168"
25070,49,"MelodyAlvarez","F","1975-03-23","60000.00","2022-09-18","Cliffside","British Columbia","Canada","V8Y 1L1"
25071,339,"NatalieBrooks","F","1969-08-17","60000.00","2023-01-12","Mill Valley","California","United States","94941"
25072,548,"AlyssaMurphy","F","1970-03-27","60000.00","2022-12-18","Salem","Oregon","United States","97301"
25073,539,"ShelbyStewart","F","1969-08-23","60000.00","2022-12-23","Corvallis","Oregon","United States","97330"
25074,543,"SamanthaJackson","F","1969-05-22","70000.00","2022-05-23","Lebanon","Oregon","United States","97355"
25075,358,"SamanthaThompson","F","1968-11-23","70000.00","2022-05-03","San Carlos","California","United States","94070"
25076,336,"NicoleJenkins","F","1974-08-11","60000.00","2022-12-19","Lincoln Acres","California","United States","91950"
25077,642,"WyattClark","M","1980-02-02","60000.00","2022-12-14","Tacoma","Washington","United States","98403"
25078,338,"JamesJenkins","M","1984-03-20","40000.00","2022-12-03","Los Angeles","California","United States","90012"
25079,632,"RileyPerry","F","1967-12-18","70000.00","2022-05-29","Port Orchard","Washington","United States","98366"
25080,302,"MarissaLong","F","1973-01-11","70000.00","2022-05-09","Burlingame","California","United States","94010"
25081,322,"MelanieMorris","F","1967-03-08","30000.00","2022-08-20","Fremont","California","United States","94536"
25082,299,"WilliamMartinez","M","1966-08-02","40000.00","2022-10-11","Berkeley","California","United States","94704"
25083,299,"OmarGao","M","1966-12-15","40000.00","2022-11-08","Berkeley","California","United States","94704"
25084,553,"DaltonJames","M","1967-04-09","60000.00","2022-12-12","Woodburn","Oregon","United States","97071"
25085,331,"LucasRogers","M","1967-02-22","60000.00","2022-01-20","La Jolla","California","United States","92806"
25086,299,"JasmineCox","F","1967-02-23","60000.00","2021-12-30","Berkeley","California","United States","94704"
25087,612,"WyattYoung","M","1966-11-12","60000.00","2022-01-22","Burien","Washington","United States","98168"
25088,337,"VictoriaReed","F","1972-02-07","60000.00","2022-01-13","Long Beach","California","United States","90802"
25089,612,"ChristyXie","F","1966-03-08","40000.00","2022-09-21","Burien","Washington","United States","98168"
25090,49,"IvanSara","M","1965-12-30","40000.00","2022-12-10","Cliffside","British Columbia","Canada","V8Y 1L1"
25091,311,"JessieZeng","M","1971-01-07","40000.00","2022-04-07","Concord","California","United States","94519"
25092,337,"EmilyJackson","F","1971-10-13","60000.00","2022-01-07","Long Beach","California","United States","90802"
25093,55,"MadisonGriffin","F","1972-12-24","50000.00","2021-01-14","Newton","British Columbia","Canada","V2L3W8"
25094,68,"CharlesThomas","M","1972-09-11","50000.00","2021-01-12","Vancouver","British Columbia","Canada","V7L 4J4"
25095,69,"AdamJai","M","1978-07-10","50000.00","2021-02-01","Victoria","British Columbia","Canada","V8V"
25096,609,"VictoriaBennett","F","1978-04-19","50000.00","2022-02-12","Bellingham","Washington","United States","98225"
25097,545,"FernandoGonzales","M","1965-12-17","60000.00","2022-02-13","Milwaukie","Oregon","United States","97222"
25098,539,"LoganLong","M","1966-01-24","60000.00","2022-02-22","Corvallis","Oregon","United States","97330"
25099,368,"MelanieHayes","F","1971-02-24","60000.00","2022-02-23","Santa Cruz","California","United States","95062"
25100,49,"KristenHuang","F","1964-11-10","60000.00","2021-02-03","Cliffside","British Columbia","Canada","V8Y 1L1"
25101,57,"WyattBaker","M","1981-04-13","60000.00","2023-01-02","Newton","British Columbia","Canada","V2M1P1"
25102,299,"StephanieKelly","F","1965-02-14","60000.00","2022-02-19","Berkeley","California","United States","94704"
25103,311,"ShelbyBrooks","F","1964-08-16","60000.00","2022-08-04","Concord","California","United States","94519"
25104,71,"NatalieParker","F","1965-04-11","70000.00","2021-02-28","Westminster","British Columbia","Canada","V3L 1H4"
25105,311,"WarrenNara","M","1965-05-19","80000.00","2022-05-04","Concord","California","United States","94519"
25106,22,"MicahGao","M","1986-05-22","90000.00","2021-09-16","East Brisbane","Queensland","Australia","4169"
25107,36,"MasonRamirez","M","1980-05-13","90000.00","2021-09-01","Melton","Victoria","Australia","3337"
25108,19,"GaryGill","M","1974-05-06","60000.00","2021-09-29","Wollongong","New South Wales","Australia","2500"
25109,26,"DevinRivera","M","1975-11-03","80000.00","2022-05-27","Rockhampton","Queensland","Australia","4700"
25110,21,"TabithaSuarez","F","1975-07-26","80000.00","2022-07-26","Caloundra","Queensland","Australia","4551"
25111,30,"DrewChander","M","1976-04-04","90000.00","2021-10-09","Perth","South Australia","Australia","6006"
25112,4,"SuzanneZhu","F","1974-04-17","60000.00","2021-10-04","Goulburn","New South Wales","Australia","2580"
25113,12,"RandyGao","M","1973-10-15","60000.00","2021-10-19","North Sydney","New South Wales","Australia","2055"
25114,13,"DonaldSara","M","1974-04-24","60000.00","2021-10-04","Port Macquarie","New South Wales","Australia","2444"
25115,19,"RaymondRana","M","1974-01-25","70000.00","2021-10-06","Wollongong","New South Wales","Australia","2500"
25116,8,"PhillipSara","M","1979-07-05","70000.00","2022-05-30","Matraville","New South Wales","Australia","2036"
25117,7,"MindyShan","F","1973-09-30","70000.00","2022-12-30","Malabar","New South Wales","Australia","2036"
25118,5,"GeraldDiaz","M","1973-06-06","70000.00","2022-08-20","Lane Cove","New South Wales","Australia","1597"
25119,4,"DeannaLopez","F","1974-11-13","110000.00","2021-10-02","Goulburn","New South Wales","Australia","2580"
25120,4,"HeidiRodriguez","F","1980-12-08","110000.00","2021-09-28","Goulburn","New South Wales","Australia","2580"
25121,25,"ClarenceYang","M","1975-03-19","110000.00","2021-10-26","Hervey Bay","Queensland","Australia","4655"
25122,32,"SusanZhao","F","1978-03-12","80000.00","2022-11-27","Bendigo","Victoria","Australia","3550"
25123,2,"SharonSimpson","F","1972-08-31","80000.00","2022-09-11","Coffs Harbour","New South Wales","Australia","2450"
25124,6,"KeithXu","M","1978-10-05","80000.00","2022-05-26","Lavender Bay","New South Wales","Australia","2060"
25125,36,"RandyWang","M","1972-03-19","80000.00","2022-09-25","Melton","Victoria","Australia","3337"
25126,7,"ShaneSuri","M","1977-11-21","90000.00","2021-11-05","Malabar","New South Wales","Australia","2036"
25127,15,"PriscillaDeng","F","1972-01-18","90000.00","2021-11-07","Silverwater","New South Wales","Australia","2264"
25128,22,"CliffordSai","M","1970-12-21","60000.00","2022-08-24","East Brisbane","Queensland","Australia","4169"
25129,17,"AllenRaman","M","1976-12-04","60000.00","2022-02-21","St. Leonards","New South Wales","Australia","2065"
25130,11,"MicahHuang","M","1981-08-16","70000.00","2022-05-09","North Ryde","New South Wales","Australia","2113"
25131,36,"GeraldChandra","M","1971-04-08","70000.00","2022-07-21","Melton","Victoria","Australia","3337"
25132,33,"LindseyXie","F","1984-09-16","70000.00","2022-09-17","Cranbourne","Victoria","Australia","3977"
25133,11,"KristineGutierrez","F","1974-06-04","70000.00","2021-11-06","North Ryde","New South Wales","Australia","2113"
25134,17,"BrettRodriguez","M","1973-08-14","80000.00","2022-12-13","St. Leonards","New South Wales","Australia","2065"
25135,39,"KelvinZhao","M","1973-11-06","80000.00","2022-12-02","Sunbury","Victoria","Australia","3429"
25136,39,"RubenDiaz","M","1979-07-14","80000.00","2022-04-05","Sunbury","Victoria","Australia","3429"
25137,27,"NinaRaje","F","1974-01-29","80000.00","2023-01-21","Townsville","Queensland","Australia","4810"
25138,19,"SethRussell","M","1974-03-15","80000.00","2021-11-10","Wollongong","New South Wales","Australia","2500"
25139,20,"CarlosShort","M","1975-08-22","60000.00","2022-10-18","Brisbane","Queensland","Australia","4000"
25140,26,"ToniLopez","F","1969-09-26","60000.00","2022-11-20","Rockhampton","Queensland","Australia","4700"
25141,251,"WalterGutierrez","M","1979-03-16","20000.00","2022-05-10","London","England","United Kingdom","SW8 1XD"
25142,197,"ReginaRay","F","1980-05-11","30000.00","2022-04-04","Paris","Seine (Paris)","France","75008"
25143,190,"DestinyHenderson","F","1979-10-06","30000.00","2022-12-05","Villeneuve-d'Ascq","Nord","France","59491"
25144,144,"JohnathanFernandez","M","1979-12-12","30000.00","2022-09-17","Essen","Hamburg","Germany","45001"
25145,171,"ClaytonYang","M","1980-02-22","30000.00","2022-06-21","Neunkirchen","Saarland","Germany","66578"
25146,552,"CarsonGonzales","M","1958-07-25","60000.00","2022-01-31","W. Linn","Oregon","United States","97068"
25147,68,"SamanthaBrown","F","1962-09-15","60000.00","2022-07-31","Vancouver","British Columbia","Canada","V7L 4J4"
25148,307,"RyanSimmons","M","1963-04-05","60000.00","2022-02-28","Chula Vista","California","United States","91910"
25149,632,"SamanthaGriffin","F","1963-06-14","60000.00","2022-11-30","Port Orchard","Washington","United States","98366"
25150,337,"XavierJones","M","1968-11-23","80000.00","2022-05-06","Long Beach","California","United States","90802"
25151,329,"JasmineWashington","F","1961-11-08","80000.00","2022-11-02","Imperial Beach","California","United States","91932"
25152,331,"MariaSanders","F","1978-08-12","60000.00","2022-03-17","La Jolla","California","United States","92806"
25153,632,"RyanColeman","M","1970-12-22","100000.00","2022-10-02","Port Orchard","Washington","United States","98366"
25154,301,"ClintonSerrano","M","1976-12-02","110000.00","2022-12-23","Burbank","California","United States","91502"
25155,311,"TheresaAlonso","F","1981-07-02","110000.00","2022-05-29","Concord","California","United States","94519"
25156,336,"CatherinePeterson","F","1971-03-24","130000.00","2022-02-11","Lincoln Acres","California","United States","91950"
25157,66,"DestinyMiller","F","1969-08-15","80000.00","2022-07-03","Sooke","British Columbia","Canada","V0"
25158,611,"StephanieLong","F","1969-09-13","90000.00","2022-09-04","Bremerton","Washington","United States","98312"
25159,637,"KatelynCooper","F","1970-01-24","100000.00","2022-09-24","Seattle","Washington","United States","98104"
25160,642,"MackenzieStewart","F","1981-02-16","100000.00","2022-06-15","Tacoma","Washington","United States","98403"
25161,343,"IsabellaFlores","F","1975-05-10","130000.00","2022-05-25","National City","California","United States","91950"
25162,374,"BryanMorris","M","1975-11-08","160000.00","2022-05-14","Torrance","California","United States","90505"
25163,334,"NatalieGriffin","F","1961-10-23","70000.00","2022-05-17","Lakewood","California","United States","90712"
25164,301,"IsaacParker","M","1962-02-21","70000.00","2022-05-18","Burbank","California","United States","91502"
25165,298,"AshleyBrown","F","1961-07-17","70000.00","2022-12-16","Bellflower","California","United States","90706"
